iso_code,continent,location,date,new_cases,new_deaths,total_cases_per_million,total_deaths_per_million,total_tests_per_thousand,population
ABW,North America,Aruba,2021-10-11,19.0,1.0,145948.97199999998,1585.895,,107195.0
ABW,North America,Aruba,2021-10-12,18.0,0.0,146116.89,1585.895,,107195.0
ABW,North America,Aruba,2021-10-13,0.0,0.0,146116.89,1585.895,,107195.0
ABW,North America,Aruba,2021-10-14,29.0,0.0,146387.425,1585.895,,107195.0
ABW,North America,Aruba,2021-10-15,10.0,0.0,146480.71300000002,1585.895,,107195.0
ABW,North America,Aruba,2021-10-16,13.0,0.0,146601.987,1585.895,,107195.0
ABW,North America,Aruba,2021-10-17,5.0,0.0,146648.631,1585.895,,107195.0
ABW,North America,Aruba,2021-10-18,12.0,0.0,146760.577,1585.895,,107195.0
ABW,North America,Aruba,2021-10-19,14.0,0.0,146891.18,1585.895,,107195.0
ABW,North America,Aruba,2021-10-20,19.0,0.0,147068.427,1585.895,,107195.0
ABW,North America,Aruba,2021-10-21,14.0,1.0,147199.03,1595.224,,107195.0
ABW,North America,Aruba,2021-10-22,11.0,0.0,147301.647,1595.224,,107195.0
ABW,North America,Aruba,2021-10-23,10.0,0.0,147394.934,1595.224,,107195.0
ABW,North America,Aruba,2021-10-24,7.0,0.0,147460.236,1595.224,,107195.0
ABW,North America,Aruba,2021-10-25,8.0,0.0,147534.866,1595.224,,107195.0
ABW,North America,Aruba,2021-10-26,33.0,0.0,147842.717,1595.224,,107195.0
ABW,North America,Aruba,2021-10-27,17.0,0.0,148001.30599999998,1595.224,,107195.0
ABW,North America,Aruba,2021-10-28,17.0,0.0,148159.896,1595.224,,107195.0
ABW,North America,Aruba,2021-10-29,19.0,0.0,148337.143,1595.224,,107195.0
ABW,North America,Aruba,2021-10-30,15.0,0.0,148477.074,1595.224,,107195.0
ABW,North America,Aruba,2021-10-31,9.0,0.0,148561.034,1595.224,,107195.0
ABW,North America,Aruba,2021-11-01,6.0,0.0,148617.006,1595.224,,107195.0
ABW,North America,Aruba,2021-11-02,6.0,0.0,148672.979,1595.224,,107195.0
ABW,North America,Aruba,2021-11-03,12.0,0.0,148784.925,1595.224,,107195.0
ABW,North America,Aruba,2021-11-04,16.0,0.0,148934.185,1595.224,,107195.0
ABW,North America,Aruba,2021-11-05,16.0,1.0,149083.446,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-06,16.0,0.0,149232.707,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-07,9.0,0.0,149316.666,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-08,5.0,0.0,149363.31,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-09,0.0,0.0,149363.31,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-10,28.0,0.0,149624.516,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-11,18.0,0.0,149792.434,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-12,14.0,0.0,149923.03699999998,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-13,5.0,0.0,149969.68099999998,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-14,7.0,0.0,150034.983,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-15,6.0,0.0,150090.956,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-16,24.0,0.0,150314.84699999998,1604.5520000000001,,107195.0
ABW,North America,Aruba,2021-11-17,20.0,1.0,150501.423,1613.881,,107195.0
ABW,North America,Aruba,2021-11-18,16.0,0.0,150650.68300000002,1613.881,,107195.0
ABW,North America,Aruba,2021-11-19,22.0,0.0,150855.917,1613.881,,107195.0
ABW,North America,Aruba,2021-11-20,23.0,0.0,151070.479,1613.881,,107195.0
ABW,North America,Aruba,2021-11-21,8.0,0.0,151145.109,1613.881,,107195.0
ABW,North America,Aruba,2021-11-22,8.0,0.0,151219.74,1613.881,,107195.0
ABW,North America,Aruba,2021-11-23,20.0,0.0,151406.316,1613.881,,107195.0
ABW,North America,Aruba,2021-11-24,16.0,0.0,151555.576,1613.881,,107195.0
ABW,North America,Aruba,2021-11-25,17.0,1.0,151714.166,1623.21,,107195.0
ABW,North America,Aruba,2021-11-26,28.0,0.0,151975.372,1623.21,,107195.0
ABW,North America,Aruba,2021-11-27,21.0,0.0,152171.277,1623.21,,107195.0
ABW,North America,Aruba,2021-11-28,12.0,0.0,152283.22199999998,1623.21,,107195.0
ABW,North America,Aruba,2021-11-29,11.0,0.0,152385.839,1623.21,,107195.0
ABW,North America,Aruba,2021-11-30,19.0,0.0,152563.086,1623.21,,107195.0
ABW,North America,Aruba,2021-12-01,18.0,0.0,152731.00400000002,1623.21,,107195.0
ABW,North America,Aruba,2021-12-02,20.0,0.0,152917.58,1623.21,,107195.0
ABW,North America,Aruba,2021-12-03,22.0,0.0,153122.814,1623.21,,107195.0
ABW,North America,Aruba,2021-12-04,18.0,0.0,153290.732,1623.21,,107195.0
ABW,North America,Aruba,2021-12-05,18.0,0.0,153458.65,1623.21,,107195.0
ABW,North America,Aruba,2021-12-06,0.0,0.0,153458.65,1623.21,,107195.0
ABW,North America,Aruba,2021-12-07,34.0,1.0,153775.829,1632.539,,107195.0
ABW,North America,Aruba,2021-12-08,21.0,1.0,153971.734,1641.868,,107195.0
ABW,North America,Aruba,2021-12-09,26.0,0.0,154214.282,1641.868,,107195.0
ABW,North America,Aruba,2021-12-10,18.0,1.0,154382.201,1651.1960000000001,,107195.0
ABW,North America,Aruba,2021-12-11,26.0,0.0,154624.749,1651.1960000000001,,107195.0
ABW,North America,Aruba,2021-12-12,18.0,0.0,154792.668,1651.1960000000001,,107195.0
ABW,North America,Aruba,2021-12-13,0.0,0.0,154792.668,1651.1960000000001,,107195.0
ABW,North America,Aruba,2021-12-14,53.0,1.0,155287.094,1660.525,,107195.0
ABW,North America,Aruba,2021-12-15,27.0,0.0,155538.971,1660.525,,107195.0
ABW,North America,Aruba,2021-12-16,43.0,0.0,155940.109,1660.525,,107195.0
ABW,North America,Aruba,2021-12-17,35.0,2.0,156266.617,1679.183,,107195.0
ABW,North America,Aruba,2021-12-18,27.0,0.0,156518.494,1679.183,,107195.0
ABW,North America,Aruba,2021-12-19,29.0,0.0,156789.029,1679.183,,107195.0
ABW,North America,Aruba,2021-12-20,41.0,0.0,157171.51,1679.183,,107195.0
ABW,North America,Aruba,2021-12-21,72.0,0.0,157843.18300000002,1679.183,,107195.0
ABW,North America,Aruba,2021-12-22,121.0,0.0,158971.967,1679.183,,107195.0
ABW,North America,Aruba,2021-12-23,124.0,1.0,160128.737,1688.5120000000002,,107195.0
ABW,North America,Aruba,2021-12-24,159.0,0.0,161612.015,1688.5120000000002,,107195.0
ABW,North America,Aruba,2021-12-25,176.0,0.0,163253.883,1688.5120000000002,,107195.0
ABW,North America,Aruba,2021-12-26,148.0,0.0,164634.545,1688.5120000000002,,107195.0
ABW,North America,Aruba,2021-12-27,248.0,0.0,166948.085,1688.5120000000002,,107195.0
ABW,North America,Aruba,2021-12-28,454.0,0.0,171183.357,1688.5120000000002,,107195.0
ABW,North America,Aruba,2021-12-29,671.0,0.0,177442.978,1688.5120000000002,,107195.0
ABW,North America,Aruba,2021-12-30,698.0,0.0,183954.475,1688.5120000000002,,107195.0
ABW,North America,Aruba,2021-12-31,742.0,0.0,190876.44,1688.5120000000002,,107195.0
ABW,North America,Aruba,2022-01-01,521.0,0.0,195736.741,1688.5120000000002,,107195.0
ABW,North America,Aruba,2022-01-02,489.0,0.0,200298.521,1688.5120000000002,,107195.0
ABW,North America,Aruba,2022-01-03,549.0,0.0,205420.02899999998,1688.5120000000002,,107195.0
ABW,North America,Aruba,2022-01-04,1028.0,0.0,215010.02800000002,1688.5120000000002,,107195.0
ABW,North America,Aruba,2022-01-05,1162.0,0.0,225850.086,1688.5120000000002,,107195.0
ABW,North America,Aruba,2022-01-06,1044.0,0.0,235589.34699999998,1688.5120000000002,,107195.0
ABW,North America,Aruba,2022-01-07,912.0,0.0,244097.206,1688.5120000000002,,107195.0
ABW,North America,Aruba,2022-01-08,701.0,0.0,250636.69,1688.5120000000002,,107195.0
ABW,North America,Aruba,2022-01-09,525.0,1.0,255534.307,1697.84,,107195.0
ABW,North America,Aruba,2022-01-10,499.0,0.0,260189.375,1697.84,,107195.0
ABW,North America,Aruba,2022-01-11,710.0,0.0,266812.818,1697.84,,107195.0
ABW,North America,Aruba,2022-01-12,575.0,0.0,272176.874,1697.84,,107195.0
ABW,North America,Aruba,2022-01-13,518.0,2.0,277009.189,1716.4979999999998,,107195.0
ABW,North America,Aruba,2022-01-14,411.0,0.0,280843.32300000003,1716.4979999999998,,107195.0
ABW,North America,Aruba,2022-01-15,315.0,0.0,283781.893,1716.4979999999998,,107195.0
ABW,North America,Aruba,2022-01-16,257.0,0.0,286179.393,1716.4979999999998,,107195.0
ABW,North America,Aruba,2022-01-17,299.0,2.0,288968.702,1735.156,,107195.0
ABW,North America,Aruba,2022-01-18,362.0,0.0,292345.725,1735.156,,107195.0
AFG,Asia,Afghanistan,2021-10-11,32.0,3.0,3904.565,181.447,,39835428.0
AFG,Asia,Afghanistan,2021-10-12,59.0,2.0,3906.046,181.497,,39835428.0
AFG,Asia,Afghanistan,2021-10-13,28.0,4.0,3906.7490000000003,181.597,,39835428.0
AFG,Asia,Afghanistan,2021-10-14,55.0,4.0,3908.1290000000004,181.69799999999998,,39835428.0
AFG,Asia,Afghanistan,2021-10-15,6.0,0.0,3908.28,181.69799999999998,,39835428.0
AFG,Asia,Afghanistan,2021-10-16,51.0,0.0,3909.56,181.69799999999998,,39835428.0
AFG,Asia,Afghanistan,2021-10-17,25.0,5.0,3910.188,181.82299999999998,,39835428.0
AFG,Asia,Afghanistan,2021-10-18,12.0,3.0,3910.489,181.898,,39835428.0
AFG,Asia,Afghanistan,2021-10-19,25.0,1.0,3911.117,181.923,,39835428.0
AFG,Asia,Afghanistan,2021-10-20,58.0,0.0,3912.572,181.923,,39835428.0
AFG,Asia,Afghanistan,2021-10-21,32.0,2.0,3913.3759999999997,181.97400000000002,,39835428.0
AFG,Asia,Afghanistan,2021-10-22,40.0,3.0,3914.38,182.049,,39835428.0
AFG,Asia,Afghanistan,2021-10-23,9.0,1.0,3914.6059999999998,182.074,,39835428.0
AFG,Asia,Afghanistan,2021-10-24,4.0,2.0,3914.7059999999997,182.12400000000002,,39835428.0
AFG,Asia,Afghanistan,2021-10-25,96.0,5.0,3917.116,182.25,,39835428.0
AFG,Asia,Afghanistan,2021-10-26,31.0,2.0,3917.8940000000002,182.3,,39835428.0
AFG,Asia,Afghanistan,2021-10-27,53.0,4.0,3919.225,182.4,,39835428.0
AFG,Asia,Afghanistan,2021-10-28,42.0,2.0,3920.2790000000005,182.451,,39835428.0
AFG,Asia,Afghanistan,2021-10-29,30.0,1.0,3921.032,182.476,,39835428.0
AFG,Asia,Afghanistan,2021-10-30,14.0,3.0,3921.384,182.551,,39835428.0
AFG,Asia,Afghanistan,2021-10-31,40.0,8.0,3922.388,182.752,,39835428.0
AFG,Asia,Afghanistan,2021-11-01,34.0,1.0,3923.241,182.77700000000002,,39835428.0
AFG,Asia,Afghanistan,2021-11-02,23.0,0.0,3923.8190000000004,182.77700000000002,,39835428.0
AFG,Asia,Afghanistan,2021-11-03,16.0,3.0,3924.22,182.852,,39835428.0
AFG,Asia,Afghanistan,2021-11-04,40.0,0.0,3925.225,182.852,,39835428.0
AFG,Asia,Afghanistan,2021-11-05,29.0,0.0,3925.953,182.852,,39835428.0
AFG,Asia,Afghanistan,2021-11-06,5.0,0.0,3926.078,182.852,,39835428.0
AFG,Asia,Afghanistan,2021-11-07,0.0,0.0,3926.078,182.852,,39835428.0
AFG,Asia,Afghanistan,2021-11-08,0.0,4.0,3926.078,182.953,,39835428.0
AFG,Asia,Afghanistan,2021-11-09,0.0,2.0,3926.078,183.003,,39835428.0
AFG,Asia,Afghanistan,2021-11-10,17.0,1.0,3926.505,183.028,,39835428.0
AFG,Asia,Afghanistan,2021-11-11,42.0,1.0,3927.559,183.053,,39835428.0
AFG,Asia,Afghanistan,2021-11-12,31.0,0.0,3928.337,183.053,,39835428.0
AFG,Asia,Afghanistan,2021-11-13,23.0,0.0,3928.915,183.053,,39835428.0
AFG,Asia,Afghanistan,2021-11-14,42.0,1.0,3929.969,183.078,,39835428.0
AFG,Asia,Afghanistan,2021-11-15,58.0,1.0,3931.425,183.10299999999998,,39835428.0
AFG,Asia,Afghanistan,2021-11-16,39.0,1.0,3932.4040000000005,183.128,,39835428.0
AFG,Asia,Afghanistan,2021-11-17,90.0,2.0,3934.663,183.179,,39835428.0
AFG,Asia,Afghanistan,2021-11-18,0.0,0.0,3934.663,183.179,,39835428.0
AFG,Asia,Afghanistan,2021-11-19,73.0,2.0,3936.4959999999996,183.229,,39835428.0
AFG,Asia,Afghanistan,2021-11-20,52.0,2.0,3937.801,183.27900000000002,,39835428.0
AFG,Asia,Afghanistan,2021-11-21,32.0,2.0,3938.605,183.329,,39835428.0
AFG,Asia,Afghanistan,2021-11-22,15.0,0.0,3938.9809999999998,183.329,,39835428.0
AFG,Asia,Afghanistan,2021-11-23,104.0,2.0,3941.592,183.37900000000002,,39835428.0
AFG,Asia,Afghanistan,2021-11-24,17.0,1.0,3942.0190000000002,183.405,,39835428.0
AFG,Asia,Afghanistan,2021-11-25,112.0,1.0,3944.83,183.43,,39835428.0
AFG,Asia,Afghanistan,2021-11-26,27.0,0.0,3945.508,183.43,,39835428.0
AFG,Asia,Afghanistan,2021-11-27,19.0,1.0,3945.985,183.455,,39835428.0
AFG,Asia,Afghanistan,2021-11-28,28.0,0.0,3946.688,183.455,,39835428.0
AFG,Asia,Afghanistan,2021-11-29,42.0,0.0,3947.742,183.455,,39835428.0
AFG,Asia,Afghanistan,2021-11-30,29.0,0.0,3948.47,183.455,,39835428.0
AFG,Asia,Afghanistan,2021-12-01,70.0,1.0,3950.2270000000003,183.48,,39835428.0
AFG,Asia,Afghanistan,2021-12-02,28.0,1.0,3950.93,183.505,,39835428.0
AFG,Asia,Afghanistan,2021-12-03,25.0,1.0,3951.558,183.53,,39835428.0
AFG,Asia,Afghanistan,2021-12-04,19.0,1.0,3952.035,183.555,,39835428.0
AFG,Asia,Afghanistan,2021-12-05,23.0,0.0,3952.612,183.555,,39835428.0
AFG,Asia,Afghanistan,2021-12-06,45.0,4.0,3953.742,183.65599999999998,,39835428.0
AFG,Asia,Afghanistan,2021-12-07,9.0,1.0,3953.968,183.68099999999998,,39835428.0
AFG,Asia,Afghanistan,2021-12-08,34.0,2.0,3954.821,183.731,,39835428.0
AFG,Asia,Afghanistan,2021-12-09,43.0,2.0,3955.901,183.78099999999998,,39835428.0
AFG,Asia,Afghanistan,2021-12-10,18.0,3.0,3956.353,183.856,,39835428.0
AFG,Asia,Afghanistan,2021-12-11,8.0,1.0,3956.553,183.882,,39835428.0
AFG,Asia,Afghanistan,2021-12-12,22.0,3.0,3957.1059999999998,183.957,,39835428.0
AFG,Asia,Afghanistan,2021-12-13,15.0,0.0,3957.482,183.957,,39835428.0
AFG,Asia,Afghanistan,2021-12-14,12.0,1.0,3957.784,183.982,,39835428.0
AFG,Asia,Afghanistan,2021-12-15,5.0,2.0,3957.909,184.032,,39835428.0
AFG,Asia,Afghanistan,2021-12-16,60.0,1.0,3959.415,184.05700000000002,,39835428.0
AFG,Asia,Afghanistan,2021-12-17,9.0,0.0,3959.6409999999996,184.05700000000002,,39835428.0
AFG,Asia,Afghanistan,2021-12-18,11.0,1.0,3959.917,184.082,,39835428.0
AFG,Asia,Afghanistan,2021-12-19,42.0,2.0,3960.972,184.13299999999998,,39835428.0
AFG,Asia,Afghanistan,2021-12-20,10.0,0.0,3961.223,184.13299999999998,,39835428.0
AFG,Asia,Afghanistan,2021-12-21,19.0,0.0,3961.7,184.13299999999998,,39835428.0
AFG,Asia,Afghanistan,2021-12-22,25.0,6.0,3962.327,184.283,,39835428.0
AFG,Asia,Afghanistan,2021-12-23,37.0,5.0,3963.256,184.40900000000002,,39835428.0
AFG,Asia,Afghanistan,2021-12-24,9.0,2.0,3963.482,184.459,,39835428.0
AFG,Asia,Afghanistan,2021-12-25,8.0,1.0,3963.683,184.484,,39835428.0
AFG,Asia,Afghanistan,2021-12-26,56.0,5.0,3965.0890000000004,184.61,,39835428.0
AFG,Asia,Afghanistan,2021-12-27,16.0,0.0,3965.49,184.61,,39835428.0
AFG,Asia,Afghanistan,2021-12-28,31.0,1.0,3966.268,184.635,,39835428.0
AFG,Asia,Afghanistan,2021-12-29,39.0,1.0,3967.2470000000003,184.66,,39835428.0
AFG,Asia,Afghanistan,2021-12-30,19.0,0.0,3967.724,184.66,,39835428.0
AFG,Asia,Afghanistan,2021-12-31,28.0,0.0,3968.427,184.66,,39835428.0
AFG,Asia,Afghanistan,2022-01-01,23.0,0.0,3969.005,184.66,,39835428.0
AFG,Asia,Afghanistan,2022-01-02,82.0,5.0,3971.063,184.785,,39835428.0
AFG,Asia,Afghanistan,2022-01-03,-6.0,3.0,3970.913,184.861,,39835428.0
AFG,Asia,Afghanistan,2022-01-04,22.0,1.0,3971.465,184.886,,39835428.0
AFG,Asia,Afghanistan,2022-01-05,40.0,2.0,3972.469,184.93599999999998,,39835428.0
AFG,Asia,Afghanistan,2022-01-06,30.0,0.0,3973.222,184.93599999999998,,39835428.0
AFG,Asia,Afghanistan,2022-01-07,25.0,1.0,3973.85,184.96099999999998,,39835428.0
AFG,Asia,Afghanistan,2022-01-08,9.0,1.0,3974.0759999999996,184.986,,39835428.0
AFG,Asia,Afghanistan,2022-01-09,72.0,4.0,3975.883,185.08700000000002,,39835428.0
AFG,Asia,Afghanistan,2022-01-10,13.0,0.0,3976.2090000000003,185.08700000000002,,39835428.0
AFG,Asia,Afghanistan,2022-01-11,77.0,1.0,3978.1420000000003,185.112,,39835428.0
AFG,Asia,Afghanistan,2022-01-12,40.0,2.0,3979.1459999999997,185.162,,39835428.0
AFG,Asia,Afghanistan,2022-01-13,91.0,0.0,3981.4309999999996,185.162,,39835428.0
AFG,Asia,Afghanistan,2022-01-14,37.0,0.0,3982.36,185.162,,39835428.0
AFG,Asia,Afghanistan,2022-01-15,39.0,2.0,3983.3390000000004,185.21200000000002,,39835428.0
AFG,Asia,Afghanistan,2022-01-16,39.0,1.0,3984.3179999999998,185.237,,39835428.0
AFG,Asia,Afghanistan,2022-01-17,109.0,2.0,3987.054,185.287,,39835428.0
AFG,Asia,Afghanistan,2022-01-18,148.0,2.0,3990.7690000000002,185.338,,39835428.0
AGO,Africa,Angola,2021-10-11,202.0,7.0,1814.72,48.006,,33933611.0
AGO,Africa,Angola,2021-10-12,214.0,13.0,1821.026,48.388999999999996,,33933611.0
AGO,Africa,Angola,2021-10-13,349.0,8.0,1831.3110000000001,48.623999999999995,,33933611.0
AGO,Africa,Angola,2021-10-14,242.0,3.0,1838.443,48.713,,33933611.0
AGO,Africa,Angola,2021-10-15,221.0,7.0,1844.955,48.919,,33933611.0
AGO,Africa,Angola,2021-10-16,183.0,2.0,1850.348,48.978,,33933611.0
AGO,Africa,Angola,2021-10-17,53.0,2.0,1851.91,49.037,,33933611.0
AGO,Africa,Angola,2021-10-18,170.0,6.0,1856.92,49.214,,33933611.0
AGO,Africa,Angola,2021-10-19,185.0,8.0,1862.372,49.449,,33933611.0
AGO,Africa,Angola,2021-10-20,143.0,4.0,1866.586,49.567,,33933611.0
AGO,Africa,Angola,2021-10-21,227.0,3.0,1873.275,49.656000000000006,,33933611.0
AGO,Africa,Angola,2021-10-22,124.0,8.0,1876.93,49.891999999999996,,33933611.0
AGO,Africa,Angola,2021-10-23,84.0,2.0,1879.405,49.95,,33933611.0
AGO,Africa,Angola,2021-10-24,86.0,2.0,1881.9389999999999,50.00899999999999,,33933611.0
AGO,Africa,Angola,2021-10-25,69.0,4.0,1883.973,50.126999999999995,,33933611.0
AGO,Africa,Angola,2021-10-26,103.0,1.0,1887.0079999999998,50.157,,33933611.0
AGO,Africa,Angola,2021-10-27,93.0,1.0,1889.749,50.18600000000001,,33933611.0
AGO,Africa,Angola,2021-10-28,100.0,2.0,1892.6960000000001,50.245,,33933611.0
AGO,Africa,Angola,2021-10-29,75.0,2.0,1894.906,50.303999999999995,,33933611.0
AGO,Africa,Angola,2021-10-30,73.0,1.0,1897.057,50.333999999999996,,33933611.0
AGO,Africa,Angola,2021-10-31,59.0,2.0,1898.796,50.393,,33933611.0
AGO,Africa,Angola,2021-11-01,25.0,3.0,1899.533,50.481,,33933611.0
AGO,Africa,Angola,2021-11-02,29.0,0.0,1900.3870000000002,50.481,,33933611.0
AGO,Africa,Angola,2021-11-03,46.0,3.0,1901.743,50.568999999999996,,33933611.0
AGO,Africa,Angola,2021-11-04,50.0,2.0,1903.2160000000001,50.628,,33933611.0
AGO,Africa,Angola,2021-11-05,29.0,1.0,1904.0710000000001,50.658,,33933611.0
AGO,Africa,Angola,2021-11-06,42.0,0.0,1905.309,50.658,,33933611.0
AGO,Africa,Angola,2021-11-07,20.0,1.0,1905.898,50.687,,33933611.0
AGO,Africa,Angola,2021-11-08,50.0,1.0,1907.371,50.717,,33933611.0
AGO,Africa,Angola,2021-11-09,38.0,2.0,1908.491,50.776,,33933611.0
AGO,Africa,Angola,2021-11-10,53.0,0.0,1910.0529999999999,50.776,,33933611.0
AGO,Africa,Angola,2021-11-11,42.0,2.0,1911.2910000000002,50.835,,33933611.0
AGO,Africa,Angola,2021-11-12,18.0,1.0,1911.8210000000001,50.864,,33933611.0
AGO,Africa,Angola,2021-11-13,24.0,1.0,1912.529,50.893,,33933611.0
AGO,Africa,Angola,2021-11-14,14.0,0.0,1912.941,50.893,,33933611.0
AGO,Africa,Angola,2021-11-15,0.0,0.0,1912.941,50.893,,33933611.0
AGO,Africa,Angola,2021-11-16,27.0,2.0,1913.737,50.952,,33933611.0
AGO,Africa,Angola,2021-11-17,28.0,0.0,1914.5620000000001,50.952,,33933611.0
AGO,Africa,Angola,2021-11-18,17.0,0.0,1915.0629999999999,50.952,,33933611.0
AGO,Africa,Angola,2021-11-19,12.0,0.0,1915.4170000000001,50.952,,33933611.0
AGO,Africa,Angola,2021-11-20,14.0,1.0,1915.829,50.982,,33933611.0
AGO,Africa,Angola,2021-11-21,13.0,0.0,1916.2120000000002,50.982,,33933611.0
AGO,Africa,Angola,2021-11-22,9.0,0.0,1916.477,50.982,,33933611.0
AGO,Africa,Angola,2021-11-23,28.0,0.0,1917.3029999999999,50.982,,33933611.0
AGO,Africa,Angola,2021-11-24,19.0,1.0,1917.862,51.011,,33933611.0
AGO,Africa,Angola,2021-11-25,25.0,1.0,1918.599,51.041000000000004,,33933611.0
AGO,Africa,Angola,2021-11-26,25.0,1.0,1919.336,51.07,,33933611.0
AGO,Africa,Angola,2021-11-27,9.0,0.0,1919.601,51.07,,33933611.0
AGO,Africa,Angola,2021-11-28,5.0,0.0,1919.749,51.07,,33933611.0
AGO,Africa,Angola,2021-11-29,11.0,0.0,1920.0729999999999,51.07,,33933611.0
AGO,Africa,Angola,2021-11-30,13.0,0.0,1920.4560000000001,51.07,,33933611.0
AGO,Africa,Angola,2021-12-01,15.0,2.0,1920.898,51.129,,33933611.0
AGO,Africa,Angola,2021-12-02,25.0,0.0,1921.635,51.129,,33933611.0
AGO,Africa,Angola,2021-12-03,15.0,0.0,1922.0770000000002,51.129,,33933611.0
AGO,Africa,Angola,2021-12-04,21.0,0.0,1922.695,51.129,,33933611.0
AGO,Africa,Angola,2021-12-05,15.0,0.0,1923.138,51.129,,33933611.0
AGO,Africa,Angola,2021-12-06,0.0,0.0,1923.138,51.129,,33933611.0
AGO,Africa,Angola,2021-12-07,42.0,0.0,1924.375,51.129,,33933611.0
AGO,Africa,Angola,2021-12-08,31.0,0.0,1925.289,51.129,,33933611.0
AGO,Africa,Angola,2021-12-09,14.0,1.0,1925.701,51.159,,33933611.0
AGO,Africa,Angola,2021-12-10,25.0,1.0,1926.4379999999999,51.188,,33933611.0
AGO,Africa,Angola,2021-12-11,26.0,0.0,1927.204,51.188,,33933611.0
AGO,Africa,Angola,2021-12-12,7.0,0.0,1927.411,51.188,,33933611.0
AGO,Africa,Angola,2021-12-13,0.0,0.0,1927.411,51.188,,33933611.0
AGO,Africa,Angola,2021-12-14,27.0,0.0,1928.2060000000001,51.188,,33933611.0
AGO,Africa,Angola,2021-12-15,134.0,0.0,1932.155,51.188,,33933611.0
AGO,Africa,Angola,2021-12-16,83.0,0.0,1934.601,51.188,,33933611.0
AGO,Africa,Angola,2021-12-17,112.0,1.0,1937.902,51.218,,33933611.0
AGO,Africa,Angola,2021-12-18,108.0,0.0,1941.0839999999998,51.218,,33933611.0
AGO,Africa,Angola,2021-12-19,70.0,0.0,1943.1470000000002,51.218,,33933611.0
AGO,Africa,Angola,2021-12-20,148.0,0.0,1947.509,51.218,,33933611.0
AGO,Africa,Angola,2021-12-21,480.0,0.0,1961.654,51.218,,33933611.0
AGO,Africa,Angola,2021-12-22,633.0,3.0,1980.308,51.306000000000004,,33933611.0
AGO,Africa,Angola,2021-12-23,1163.0,2.0,2014.5810000000001,51.365,,33933611.0
AGO,Africa,Angola,2021-12-24,1859.0,3.0,2069.364,51.453,,33933611.0
AGO,Africa,Angola,2021-12-25,921.0,0.0,2096.505,51.453,,33933611.0
AGO,Africa,Angola,2021-12-26,610.0,3.0,2114.482,51.542,,33933611.0
AGO,Africa,Angola,2021-12-27,0.0,0.0,2114.482,51.542,,33933611.0
AGO,Africa,Angola,2021-12-28,5035.0,7.0,2262.86,51.748000000000005,,33933611.0
AGO,Africa,Angola,2021-12-29,1688.0,4.0,2312.604,51.86600000000001,,33933611.0
AGO,Africa,Angola,2021-12-30,1396.0,4.0,2353.743,51.983999999999995,,33933611.0
AGO,Africa,Angola,2021-12-31,1722.0,6.0,2404.489,52.161,,33933611.0
AGO,Africa,Angola,2022-01-01,805.0,2.0,2428.212,52.22,,33933611.0
AGO,Africa,Angola,2022-01-02,522.0,0.0,2443.595,52.22,,33933611.0
AGO,Africa,Angola,2022-01-03,844.0,3.0,2468.467,52.308,,33933611.0
AGO,Africa,Angola,2022-01-04,902.0,3.0,2495.048,52.396,,33933611.0
AGO,Africa,Angola,2022-01-05,1970.0,11.0,2553.103,52.721000000000004,,33933611.0
AGO,Africa,Angola,2022-01-06,989.0,10.0,2582.248,53.015,,33933611.0
AGO,Africa,Angola,2022-01-07,1150.0,10.0,2616.138,53.31,,33933611.0
AGO,Africa,Angola,2022-01-08,476.0,10.0,2630.165,53.605,,33933611.0
AGO,Africa,Angola,2022-01-09,467.0,7.0,2643.927,53.81100000000001,,33933611.0
AGO,Africa,Angola,2022-01-10,598.0,6.0,2661.55,53.988,,33933611.0
AGO,Africa,Angola,2022-01-11,832.0,8.0,2686.0679999999998,54.224,,33933611.0
AGO,Africa,Angola,2022-01-12,759.0,2.0,2708.4359999999997,54.282,,33933611.0
AGO,Africa,Angola,2022-01-13,674.0,5.0,2728.298,54.43,,33933611.0
AGO,Africa,Angola,2022-01-14,721.0,5.0,2749.545,54.577,,33933611.0
AGO,Africa,Angola,2022-01-15,222.0,5.0,2756.087,54.725,,33933611.0
AGO,Africa,Angola,2022-01-16,170.0,6.0,2761.097,54.901,,33933611.0
AGO,Africa,Angola,2022-01-17,280.0,3.0,2769.349,54.99,,33933611.0
AGO,Africa,Angola,2022-01-18,301.0,4.0,2778.219,55.108000000000004,,33933611.0
AIA,North America,Anguilla,2021-10-11,50.0,0.0,39272.727,66.116,,15125.0
AIA,North America,Anguilla,2021-10-12,0.0,0.0,39272.727,66.116,,15125.0
AIA,North America,Anguilla,2021-10-13,50.0,0.0,42578.512,66.116,,15125.0
